"player","level_overall","level_atk","level_def","level_str","level_constiution","level_range","level_prayer","level_magic","level_cooking","level_wood_cutting","level_fletching","level_fishing","level_fire_making","level_crafting","level_smithing","level_mining","level_herb","level_agile","level_theiving","level_slayer","level_farming","level_rune_crafting","level_hunting","level_construction","level_summoning","level_dungeoneering","level_div","level_inven","level_arc","total_xp_overall","cluster","Basic_member_pure","Obby_Mauler_Pure","Black_Pure","Turmoil_Proselyte_Pure","Barrows_Pure","Anti_Pure","Summoning_Tank_Defence"
"13edwetter",2289,99,99,99,99,99,95,99,98,86,99,79,91,85,82,80,99,77,72,83,82,84,99,74,91,108,29,1,1,224096216,1,0,0,0,0,0,0,0
"Fallen+One69",133,15,18,15,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19714,1,0,0,0,0,0,0,0
"Ludacrispy",2128,99,93,99,99,99,95,84,74,84,72,99,59,80,80,75,99,66,66,86,70,53,71,76,74,73,80,23,1,134296110,2,0,0,0,0,0,0,0
"Vette+Dikzak",1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Dyson",2164,99,99,99,99,99,99,99,99,88,99,99,81,71,72,67,82,70,84,69,62,82,78,72,84,82,28,1,1,170010897,2,0,0,0,0,0,0,0
"Jvegas90",1,15,15,15,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Weckar",2785,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,99,99,99,99,99,120,88,851673639,1,0,0,0,0,0,0,0
"MuambaxD",188,15,19,15,20,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27928,1,0,0,0,0,0,0,0
"SownSilence",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Jacob+Wraith",109,15,15,15,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14341,1,0,0,0,0,0,0,0
"Gibletor",2648,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,99,99,99,99,99,99,99,99,72,1,374593931,1,0,0,0,0,0,0,0
"whereswifi",238,15,16,15,21,1,1,21,24,1,1,38,1,1,21,26,1,1,1,1,1,1,1,1,1,1,1,1,1,73349,1,0,0,0,0,0,0,0
"Kyokushin",2738,99,99,99,99,99,99,99,90,88,97,90,99,99,94,91,92,99,99,100,89,99,99,99,99,105,95,120,102,869123267,1,0,0,0,0,0,0,0
"DaTimberWolf",118,15,15,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15143,1,0,0,0,0,0,0,0
"DarkNarwhal",2490,99,99,99,99,80,99,95,90,99,93,77,99,89,96,99,99,99,77,101,82,87,66,96,88,67,91,62,63,236008827,1,0,0,0,0,0,0,0
"x0JayD0x",184,15,20,15,22,1,1,15,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34405,1,0,0,0,0,0,0,0
"Raizen+Scar",2623,99,96,97,98,98,99,99,99,99,99,99,99,99,99,99,110,99,99,98,103,99,99,99,99,120,99,21,1,947832698,1,0,0,0,0,0,0,0
"Cloudwraith",215,15,22,1,18,1,1,1,1,76,1,1,1,1,1,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1530336,1,0,0,0,0,0,0,0
"Khaki+Shorts",2063,99,92,99,99,99,95,99,75,99,99,99,70,70,68,70,97,71,67,68,71,99,66,54,78,57,1,1,1,161497983,2,0,0,0,0,0,0,0
"StiffySmiffy",125,15,15,15,21,1,1,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20012,1,0,0,0,0,0,0,0
"WTF+Beprotis",2816,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,107,101,99,99,99,99,111,99,116,99,700401080,1,0,0,0,0,0,0,0
"DaggerN45",154,15,15,15,18,1,1,1,1,1,1,1,1,1,17,28,1,1,1,1,1,1,1,1,1,1,1,1,1,29080,1,0,0,0,0,0,0,0
"IDevourMagic",2619,99,99,98,99,99,98,99,97,97,99,85,99,95,99,99,101,99,78,102,77,75,75,98,99,91,98,83,82,353167260,1,0,0,0,0,0,0,0
"wuwd0795",104,15,1,34,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32641,1,0,0,0,0,0,0,0
"10_AM_PM",1498,99,99,99,99,64,72,70,20,49,90,21,75,31,58,99,55,20,23,26,25,22,26,43,41,85,78,1,1,114692953,1,0,0,0,0,0,0,0
"andrew+belle",107,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11730,1,0,0,0,0,0,0,0
"RasJutsu",2632,99,99,99,99,99,99,99,99,99,82,99,99,99,99,99,99,99,82,101,87,94,82,89,99,93,99,118,22,458227147,1,0,0,0,0,0,0,0
"Jukioduray",99,15,15,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12384,1,0,0,0,0,0,0,0
"Gwafv",2474,99,99,99,99,96,96,98,83,80,85,83,79,87,99,99,94,78,72,83,87,78,87,80,80,87,95,76,96,217902307,1,0,0,0,0,0,0,0
"83ratjudge",223,15,16,16,18,1,16,1,16,18,1,1,22,1,28,34,1,1,1,1,1,1,1,1,1,1,1,1,1,61507,1,0,0,0,0,0,0,0
"chompski+pig",2367,99,99,97,99,99,99,98,90,94,92,78,82,90,95,82,99,82,77,100,73,71,78,83,99,93,81,37,1,203888395,2,0,0,0,0,0,0,0
"uaosz256",144,15,1,1,16,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17653,1,0,0,0,0,0,0,0
"Jank99",1299,99,80,94,94,76,57,66,53,49,28,53,87,39,36,51,34,42,53,63,15,16,1,1,42,36,1,1,1,39156481,1,0,0,0,0,0,0,0
"70+Iron+2559",102,15,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11061,1,0,0,0,0,0,0,0
"Ephekz",2447,99,96,99,99,99,99,99,90,84,75,99,86,99,99,90,99,99,75,99,89,99,72,99,99,86,82,36,1,262028555,1,0,0,0,0,0,0,0
"Ironfeast487",122,15,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15052,1,0,0,0,0,0,0,0
"Caethro",2813,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,108,99,99,106,102,99,99,99,99,104,99,109,106,492957681,1,0,0,0,0,0,0,0
"JayPeaches",165,15,15,15,18,1,15,1,26,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,29802,1,0,0,0,0,0,0,0
"I+Am+Larsson",2148,99,93,93,97,89,72,83,95,79,71,94,75,74,99,99,79,58,70,93,74,68,70,62,75,64,75,1,47,116717468,1,0,0,0,0,0,0,0
"74+Empty+330",124,15,1,21,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18904,1,0,0,0,0,0,0,0
"RamboDanBro",2675,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,93,99,90,84,79,99,99,99,86,92,87,84,336307124,1,0,0,0,0,0,0,0
"Blaeshun",139,15,1,1,16,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,18507,1,0,0,0,0,0,0,0
"Micai6",2320,99,90,85,88,63,72,68,84,85,86,92,92,99,95,91,72,99,99,91,66,72,77,68,76,95,91,63,62,144352694,2,0,0,0,0,0,0,0
"99ruinroc",189,15,1,1,1,1,1,1,22,1,1,18,1,1,21,28,1,1,1,1,1,1,1,1,1,1,1,1,1,37022,1,0,0,0,0,0,0,0
"Eagle+King95",1848,99,84,99,96,77,63,85,99,85,85,82,99,63,59,85,50,57,55,69,51,67,62,54,57,64,1,1,1,87491433,1,0,0,0,0,0,0,0
"I5+potato",1,15,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Buy+Spins",2657,99,40,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,99,100,99,99,99,99,120,99,99,20,533211777,1,0,0,0,0,0,0,0
"Orbelluis",371,15,27,15,25,23,1,1,24,29,21,17,16,25,23,29,1,1,1,1,1,18,1,1,1,25,1,1,1,105033,1,0,0,0,0,0,0,0
"Nstar32",1820,99,99,99,99,88,74,77,70,99,67,62,61,57,70,86,46,62,67,81,43,51,66,48,70,31,46,1,1,87102491,1,0,0,0,0,0,0,0
"M+m+619",217,15,1,1,16,1,1,1,25,1,1,27,1,1,28,32,1,1,1,1,1,1,1,1,1,1,1,1,1,60158,1,0,0,0,0,0,0,0
"ykcir30",1901,99,92,99,96,65,65,67,71,74,81,68,68,80,99,99,58,57,59,61,45,59,57,62,55,57,80,27,1,85019227,1,0,0,0,0,0,0,0
"DraconicBoss",368,15,16,16,23,15,1,19,1,17,1,1,18,30,28,47,1,1,1,1,1,42,1,1,1,22,1,1,1,191846,1,0,0,0,0,0,0,0
"Wazabee",2823,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,116,99,99,102,107,99,99,99,99,100,99,120,100,693697812,1,0,0,0,0,0,0,0
"Kasygert",125,15,1,1,18,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15811,1,0,0,0,0,0,0,0
"xZoriosx",2434,99,93,96,98,90,97,90,88,88,81,87,89,82,99,99,95,82,89,93,97,80,82,84,84,92,84,35,61,174033640,2,0,0,0,0,0,0,0
"sparren602",115,15,15,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14696,1,0,0,0,0,0,0,0
"DarkFatalis1",1885,99,85,81,85,82,84,60,65,67,61,63,99,76,71,66,61,62,65,91,61,64,63,75,70,62,65,1,1,59374272,1,0,0,0,0,0,0,0
"TTQ+Matatag",517,15,30,15,30,1,48,30,1,50,27,1,52,19,58,1,42,1,1,1,1,1,1,1,1,1,1,1,1,676988,1,0,0,0,0,0,0,0
"lSumatra",2555,99,99,99,99,99,99,99,95,85,93,87,82,99,86,88,96,85,81,93,91,70,88,90,96,98,97,88,74,323534799,1,0,0,0,0,0,0,0
"45d34rcsxa",237,15,1,1,1,1,1,1,45,61,1,50,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,512917,1,0,0,0,0,0,0,0
"fr12-nick010",2752,99,99,99,99,99,99,96,99,99,97,99,99,99,99,99,104,99,99,97,97,99,99,95,99,94,99,97,94,384170840,1,0,0,0,0,0,0,0
"Bibothe96th",141,15,16,1,17,1,1,1,1,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22907,1,0,0,0,0,0,0,0
"Hivy",2138,99,99,99,99,99,92,99,75,83,99,71,80,80,80,78,75,75,67,84,60,64,63,75,77,91,73,1,1,156543477,2,0,0,0,0,0,0,0
"Wyrmpwnmech",157,15,1,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,70,1,1,1,1,1,1,1,781837,1,0,0,0,0,0,0,0
"Grosse+Poche",2102,99,99,92,99,90,99,94,91,80,71,67,81,83,74,75,99,75,69,87,62,59,65,76,77,81,56,1,1,117269159,2,0,0,0,0,0,0,0
"Zogrecut1369",99,15,15,15,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12589,1,0,0,0,0,0,0,0
"385+ideal",2246,99,96,90,99,99,99,99,99,99,81,99,99,92,96,99,83,50,64,55,46,60,84,86,82,57,80,27,27,189195941,2,0,0,0,0,0,0,0
"cfbq6571",116,15,15,15,19,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15688,1,0,0,0,0,0,0,0
"koo+skillz",2727,99,99,99,99,99,99,99,91,90,99,99,99,99,99,99,100,99,99,88,101,94,96,93,99,85,92,120,93,438337100,1,0,0,0,0,0,0,0
"31+Dryad+467",119,15,1,15,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14443,1,0,0,0,0,0,0,0
"Rigaldo",2479,99,99,99,99,99,99,99,99,99,89,99,99,97,99,96,99,99,81,93,100,86,86,99,93,93,78,1,1,302572656,1,0,0,0,0,0,0,0
"blukbroctdp1",102,15,1,20,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13667,1,0,0,0,0,0,0,0
"StolasG",2775,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,105,102,87,96,93,99,95,99,109,103,496541125,1,0,0,0,0,0,0,0
"wolverine014",268,15,17,16,20,1,17,1,24,1,1,1,1,1,20,24,1,1,1,1,1,1,1,1,1,1,1,1,1,50342,1,0,0,0,0,0,0,0
"K+elly",2706,99,99,99,99,93,99,99,99,98,91,91,99,96,99,99,100,99,99,99,92,89,96,86,86,107,88,120,86,1104643289,1,0,0,0,0,0,0,0
"Sawiron1844",266,15,1,15,18,1,1,1,16,25,1,19,24,1,28,23,1,1,1,1,1,1,1,1,1,24,1,1,1,62034,1,0,0,0,0,0,0,0
"Dragoon346",2771,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,90,99,99,101,99,99,99,99,91,99,92,120,490045571,1,0,0,0,0,0,0,0
"71+Elid+1789",130,15,1,1,17,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,17461,1,0,0,0,0,0,0,0
"boston+legal",2451,99,99,99,99,99,99,99,77,77,82,71,82,87,90,83,103,97,69,110,73,64,65,80,99,77,81,104,87,322340700,1,0,0,0,0,0,0,0
"29+Wish+1803",185,15,15,15,18,1,1,1,21,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29521,1,0,0,0,0,0,0,0
"Peter+6543",2852,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,115,99,99,103,113,99,99,99,99,103,99,120,120,714028900,1,0,0,0,0,0,0,0
"Char+Nam",229,15,1,1,46,1,1,15,1,1,1,1,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,115569,1,0,0,0,0,0,0,0
"Kurohime",2074,99,99,99,99,99,71,99,99,99,99,99,99,62,55,63,52,99,98,62,66,99,54,61,73,64,1,1,1,192944823,2,0,0,0,0,0,0,0
"floyd3636",174,15,1,1,1,1,1,1,1,1,32,1,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51115,1,0,0,0,0,0,0,0
"purrpaapadiu",1899,99,91,99,96,70,85,98,75,83,99,71,87,65,68,67,54,59,60,73,59,54,75,47,70,52,41,1,1,88716600,1,0,0,0,0,0,0,0
"86+Club+1768",212,15,1,31,24,1,1,1,27,1,1,1,1,1,41,42,1,1,1,1,1,1,1,1,1,1,1,1,1,128445,1,0,0,0,0,0,0,0
"Beth+Boo",2744,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,99,99,99,97,95,90,90,99,99,103,92,102,96,385149897,1,0,0,0,0,0,0,0
"60+Ghrim+793",128,15,1,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17161,1,0,0,0,0,0,0,0
"Dionysius",2720,99,99,99,99,99,99,99,99,99,99,92,99,99,99,91,99,99,99,103,93,92,99,99,99,83,99,99,87,376854258,1,0,0,0,0,0,0,0
"84farrulepk",109,15,15,15,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13445,1,0,0,0,0,0,0,0
"SarahNoelle",2354,99,99,96,99,93,99,82,99,87,86,86,99,82,96,80,99,86,81,100,74,74,74,79,99,79,87,39,1,189647765,2,0,0,0,0,0,0,0
"deb0lishious",705,15,33,26,40,50,21,48,65,70,1,97,49,1,46,68,1,1,1,1,1,32,1,1,1,23,1,1,1,13290019,3,0,0,0,0,0,0,0
"SrTutubarao",2797,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,99,99,99,99,99,99,99,99,99,120,100,603081197,1,0,0,0,0,0,0,0
"76+Fiery+116",130,15,1,22,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20461,1,0,0,0,0,0,0,0
"Xunzi",2469,99,99,99,99,97,92,92,94,86,76,94,95,89,92,92,91,82,92,102,74,74,76,81,80,82,90,80,70,196263087,2,0,0,0,0,0,0,0
"[#3R3J0D9PZ]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"SecretSam",2329,99,99,99,99,99,90,99,85,91,92,84,80,86,94,90,68,97,73,88,64,72,74,63,72,85,99,55,33,164861102,2,0,0,0,0,0,0,0
"[#YYZMNT6Q3]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"TK+Daddy",2549,99,99,99,99,99,99,99,77,89,99,73,99,99,99,76,100,99,83,99,91,58,81,99,99,81,99,95,61,288784571,1,0,0,0,0,0,0,0
"[#6IFILHQWW]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"SlayerFayte",2270,99,99,99,99,99,99,99,74,86,76,70,80,86,84,70,96,82,80,91,70,73,80,87,70,82,82,1,57,147417782,2,0,0,0,0,0,0,0
"MotMadDonald",277,15,16,1,17,1,1,1,63,32,1,1,39,1,17,23,1,1,1,1,1,1,1,1,1,1,1,1,1,470202,1,0,0,0,0,0,0,0
"Alyissa",2665,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,85,1,410977266,1,0,0,0,0,0,0,0
"tightcat13",1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Alkirie",2098,99,99,95,99,94,99,85,82,99,99,74,92,75,72,78,75,70,66,81,48,51,69,80,71,62,82,1,1,127797796,2,0,0,0,0,0,0,0
"Dork_loser",224,15,1,1,18,1,1,1,34,17,1,32,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62518,1,0,0,0,0,0,0,0
"RED+Duffy",2544,99,99,99,99,99,99,97,77,91,82,77,81,89,99,99,97,97,96,95,86,76,78,95,99,99,99,87,54,268725756,1,0,0,0,0,0,0,0
"ComoEspresso",203,15,25,15,34,40,1,25,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,84088,1,0,0,0,0,0,0,0
"xdresz",1283,99,70,99,92,81,52,78,51,89,77,73,35,88,30,48,17,46,45,55,1,1,50,1,1,1,1,1,1,51328314,1,0,0,0,0,0,0,0
"Heav3nsFa11",220,15,1,1,17,1,1,1,23,30,1,24,1,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52617,1,0,0,0,0,0,0,0
"pmC_PumpS",2861,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,118,106,99,99,99,99,99,99,120,120,965504949,1,0,0,0,0,0,0,0
"edudigue",132,15,17,21,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20441,1,0,0,0,0,0,0,0
"Nonnie58",1411,99,88,99,76,47,79,99,99,62,99,99,99,99,42,40,82,1,1,1,1,1,1,18,1,1,1,1,1,116187030,1,0,0,0,0,0,0,0
"JoJoReeds13",380,15,22,1,27,29,16,22,43,27,1,47,25,1,1,17,1,1,1,1,1,1,1,1,1,36,1,1,1,227559,1,0,0,0,0,0,0,0
"Lullsteady",2840,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,106,120,99,99,99,99,107,99,120,108,1097504790,1,0,0,0,0,0,0,0
"dr+crispy+T",1,15,15,15,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Pricus",2292,99,99,99,99,99,93,99,71,80,99,68,99,99,99,76,99,88,73,101,65,54,76,79,77,78,80,16,28,205043021,2,0,0,0,0,0,0,0
"Wyverndig954",145,15,1,1,17,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19136,1,0,0,0,0,0,0,0
"Jandler+777",2225,99,99,99,99,99,95,96,99,79,60,99,92,80,80,83,96,74,70,91,63,75,72,74,73,86,69,1,23,200350056,2,0,0,0,0,0,0,0
"thibaut69",454,15,1,29,36,18,21,48,57,55,1,43,28,1,18,31,1,1,1,1,1,25,1,1,1,1,1,1,1,618509,1,0,0,0,0,0,0,0
"Solitary666",1948,99,90,89,95,86,75,87,82,81,86,73,76,75,77,75,82,71,76,85,78,58,60,69,71,49,1,1,1,69432832,1,0,0,0,0,0,0,0
"faxmej909",386,15,1,1,16,1,1,1,40,44,30,38,1,1,48,40,1,1,1,1,1,37,1,1,1,18,1,1,1,318719,1,0,0,0,0,0,0,0
"chem+trailz",2688,99,99,99,99,99,99,99,99,93,99,99,99,99,99,99,101,99,99,101,103,75,93,99,99,89,84,86,81,363694038,1,0,0,0,0,0,0,0
"Fatesawtell",273,15,18,25,18,1,1,1,69,19,1,1,1,1,29,34,1,1,1,1,1,1,1,1,1,1,1,1,1,760805,1,0,0,0,0,0,0,0
"HertogJan999",2558,99,99,99,99,99,99,94,82,83,83,85,99,90,84,82,99,98,90,99,101,83,99,87,99,85,84,72,86,259426299,1,0,0,0,0,0,0,0
"Iscelces",1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Ayako",2687,99,99,99,99,91,99,99,99,99,99,99,99,92,99,99,99,99,88,87,99,81,81,88,99,99,99,99,99,338506892,1,0,0,0,0,0,0,0
"El+lean+cup1",170,15,1,1,17,1,1,1,20,16,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25260,1,0,0,0,0,0,0,0
"Cladius+Divi",2465,99,99,99,99,99,99,99,74,81,81,73,83,90,88,84,99,81,74,96,78,81,81,78,99,86,84,101,80,262319349,1,0,0,0,0,0,0,0
"StoneChimera",308,15,15,15,17,1,1,1,1,79,74,1,1,42,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,2987266,1,0,0,0,0,0,0,0
"Easymoney22",2827,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,106,112,99,99,99,99,97,99,113,120,626193617,1,0,0,0,0,0,0,0
"Mooburi",114,15,1,18,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14576,1,0,0,0,0,0,0,0
"Arissa+Lupus",2347,99,91,91,95,81,83,86,84,85,76,82,99,87,88,82,80,83,86,99,74,74,78,83,81,83,82,72,63,125236093,2,0,0,0,0,0,0,0
"ExenimaChan",1,15,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"DangerJesus",2397,99,96,99,99,89,90,89,70,99,78,99,81,85,87,99,83,82,70,96,77,84,75,81,80,81,92,69,68,171904643,2,0,0,0,0,0,0,0
"MeanPittBull",332,15,30,15,28,23,19,22,27,48,27,1,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,295830,1,0,0,0,0,0,0,0
"Eusderf",2731,99,99,99,99,99,99,99,99,90,99,99,99,99,99,99,100,99,99,100,99,93,93,99,99,99,94,120,61,437912790,1,0,0,0,0,0,0,0
"Major+Zezima",451,15,15,16,27,20,23,33,41,21,1,38,20,50,65,1,1,1,1,1,1,25,1,1,1,1,1,1,1,717923,1,0,0,0,0,0,0,0
"AkiMarcellus",2809,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,105,99,99,99,113,99,99,99,99,104,99,107,103,526183664,1,0,0,0,0,0,0,0
"Jammie+d993",132,15,1,1,17,1,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1,22168,1,0,0,0,0,0,0,0
"Prince+Chubb",2502,99,99,99,99,99,99,99,97,88,79,80,88,84,99,99,95,88,99,87,89,77,79,99,96,77,82,60,67,224364233,1,0,0,0,0,0,0,0
"B_8cB23cc",138,15,15,15,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17618,1,0,0,0,0,0,0,0
"Rich+Malaka",2666,99,96,96,99,99,99,96,99,99,99,99,99,99,99,99,100,87,99,91,86,99,99,93,99,85,87,82,83,326562132,1,0,0,0,0,0,0,0
"Badlyevil191",117,15,1,1,15,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14863,1,0,0,0,0,0,0,0
"Sky+Tiger",2115,99,99,99,99,99,95,99,75,80,80,75,90,88,83,80,100,82,53,32,1,65,39,81,91,84,79,1,67,153976505,2,0,0,0,0,0,0,0
"LeviathM",152,15,1,1,15,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,20035,1,0,0,0,0,0,0,0
"Igge",2401,99,94,99,99,99,97,99,99,99,99,88,99,90,92,99,99,99,99,92,95,95,99,90,94,85,1,1,1,279445950,1,0,0,0,0,0,0,0
"OMNISIMP",1017,15,50,15,59,61,42,64,38,35,1,53,32,1,1,35,34,1,62,43,47,52,77,50,1,66,56,1,1,4315782,1,0,0,0,0,0,0,0
"Tainted+Haze",1704,99,99,99,99,92,72,76,70,77,66,68,80,79,87,76,36,58,46,68,29,54,32,51,20,34,20,1,16,77239237,1,0,0,0,0,0,0,0
"spicymullign",201,15,1,16,18,1,1,1,1,27,1,1,1,1,24,28,1,1,1,1,1,1,1,1,1,1,1,1,1,45517,1,0,0,0,0,0,0,0
"7ckingawful",2801,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,103,99,99,104,99,99,99,99,99,99,99,114,104,467458921,1,0,0,0,0,0,0,0
"BrokePocket",187,15,15,21,17,1,16,1,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34497,1,0,0,0,0,0,0,0
"mr+aggrigato",2090,99,91,85,90,80,92,81,66,76,72,58,75,80,81,77,78,78,68,83,65,54,57,76,77,79,80,48,44,66386924,1,0,0,0,0,0,0,0
"Lokiardy2nd",190,15,15,15,22,16,1,27,17,19,1,1,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39990,1,0,0,0,0,0,0,0
"Rannii",2714,99,99,99,99,99,99,99,99,99,94,86,99,89,99,99,99,95,90,99,99,99,99,99,99,93,88,99,99,375719357,1,0,0,0,0,0,0,0
"3bnxsf78626",150,15,15,15,18,1,1,1,1,1,1,1,1,1,25,32,1,1,1,1,1,1,1,1,1,1,1,1,1,37425,1,0,0,0,0,0,0,0
"Roamingnull9",1727,99,84,87,99,99,70,99,26,82,49,50,83,65,99,38,99,38,34,89,28,37,24,59,96,65,27,1,1,109828973,1,0,0,0,0,0,0,0
"SoggyBread12",153,15,1,15,16,1,1,1,1,31,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32153,1,0,0,0,0,0,0,0
